Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_x,Total_Cost,Company_Name,Company_Profit,Address,Product_Name,Product_Price_y
48.0,92.0,19.0,9.0,2021-02-21,104674.10023760686,761600.0,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines",EcoNomix Modeler,"?95,200"
51.0,27.0,2.0,19.0,2021-02-21,169702.40591547184,3024000.0,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines",MarketMinder Analytics,"?168,000"
52.0,39.0,10.0,7.0,2021-02-21,95132.47508721208,537600.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines",SegmentX Targeting,"?89,600"
55.0,100.0,19.0,19.0,2021-02-21,87600.3198505344,1713600.0,Global Solutions 100,,"Ayala avenue, barangay 456, taguig, philippines",EcoNomix Modeler,"?95,200"
58.0,28.0,2.0,16.0,2024-09-09,184595.10426175897,2688000.0,,,,MarketMinder Analytics,"?168,000"
61.0,71.0,7.0,15.0,2021-02-21,161848.4118444253,2116800.0,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",DataBridge Integration Tool,"?151,200"
62.0,30.0,2.0,7.0,2024-01-01,154604.60558444785,1008000.0,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines",MarketMinder Analytics,"?168,000"
63.0,95.0,17.0,16.0,2021-02-21,160744.7424348349,2520000.0,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",RealTime Revenue,"?168,000"
65.0,5.0,2.0,3.0,2022-12-21,170103.4952340756,504000.0,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines",MarketMinder Analytics,"?168,000"
69.0,63.0,6.0,18.0,2021-02-21,191865.8777266378,3225600.0,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",RevenueVue Dashboard,"?179,200"
70.0,71.0,16.0,18.0,2021-02-21,105544.33952615608,2021600.0,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",,
72.0,48.0,15.0,16.0,2021-02-21,103000.74352604902,1612800.0,Global  Corp  48,,"Katipunan ave, barangay 101, cebu city, philippines",NexGen Segmentator,"?100,800"
73.0,70.0,15.0,0.0,2021-02-21,103908.50984399272,100800.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",NexGen Segmentator,"?100,800"
74.0,44.0,17.0,5.0,2021-02-21,156408.64993528827,840000.0,Tech  Solutions  44,,"Ortigas ave, barangay 202, cebu city, philippines",RealTime Revenue,"?168,000"
75.0,51.0,3.0,4.0,2021-02-21,102820.9381495435,504000.0,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",TrendWise Forecaster,"?100,800"
76.0,12.0,2.0,5.0,2021-02-21,175224.47114178885,1008000.0,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",MarketMinder Analytics,"?168,000"
77.0,17.0,4.0,9.0,2022-02-26,134913.4726420455,1232000.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",CustomerScope Insights,"?123,200"
80.0,91.0,18.0,17.0,2021-09-10,147779.8506633818,2284800.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",DashSync Analytics Hub,"?134,400"
81.0,61.0,15.0,10.0,2021-02-21,105434.57547931973,907200.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",NexGen Segmentator,"?100,800"
87.0,55.0,15.0,14.0,2021-02-21,107263.84366479564,1411200.0,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines",NexGen Segmentator,"?100,800"
90.0,14.0,12.0,5.0,2021-02-21,83863.736756466,504000.0,,,,BudgetMaster Pro,"?84,000"
93.0,41.0,16.0,4.0,2021-02-21,108901.64286708212,319200.0,Sky Partners 41,,"Ayala Avenue, Barangay 404, Pasig, Philippines",,
94.0,31.0,6.0,7.0,2021-02-21,190251.0482126893,1075200.0,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines",RevenueVue Dashboard,"?179,200"
95.0,74.0,14.0,7.0,2021-02-21,128187.7318904306,901600.0,,,,InsightMax Insights Platform,"?128,800"
97.0,57.0,13.0,20.0,2021-02-21,206794.28050408937,3724000.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",ForecastXcelerator ,"?196,000"
98.0,89.0,8.0,18.0,2021-02-21,163528.32074206884,2570400.0,Global Solutions 89,,"Ayala avenue, barangay 101, taguig, philippines",,
99.0,97.0,17.0,16.0,2021-02-21,152117.76541522297,2520000.0,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines",RealTime Revenue,"?168,000"
102.0,17.0,15.0,16.0,2021-02-21,104998.95366752034,1713600.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",NexGen Segmentator,"?100,800"
104.0,7.0,19.0,9.0,2021-02-21,96246.31394821306,952000.0,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",EcoNomix Modeler,"?95,200"
105.0,33.0,2.0,3.0,2021-02-21,162269.3023970475,504000.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",MarketMinder Analytics,"?168,000"
107.0,72.0,1.0,6.0,2021-02-21,152513.17409046597,980000.0,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines",FinPredictor Suite,"?140,000"
108.0,77.0,8.0,3.0,2022-11-06,137641.7614919734,604800.0,Prime Consulting 77,110398.0,"Alabang-Zapote Rd, Barangay 456, Manila, Philippines",,
110.0,59.0,3.0,1.0,2021-02-21,99870.2218200304,100800.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",TrendWise Forecaster,"?100,800"
111.0,66.0,8.0,10.0,2021-02-21,151641.79332884483,1512000.0,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines",,
112.0,38.0,9.0,18.0,2021-02-21,101680.82652561652,2016000.0,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Product 9,"?112,000"
113.0,7.0,13.0,18.0,2021-02-21,191376.31687971856,3528000.0,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",ForecastXcelerator ,"?196,000"
115.0,35.0,20.0,12.0,2021-02-21,218875.35187667463,2464000.0,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",FinSphere Intelligence Suite,"?224,000"
116.0,13.0,12.0,17.0,2021-02-21,82159.19111725902,1428000.0,Quantum  Enterprises  13,88168.0,"Taft Ave, Barangay 606, Makati, Philippines!",BudgetMaster Pro,"?84,000"
117.0,61.0,7.0,9.0,2020-12-01,151139.15595824635,1512000.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",DataBridge Integration Tool,"?151,200"
118.0,54.0,17.0,2.0,2021-02-21,176448.56319073474,336000.0,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",RealTime Revenue,"?168,000"
120.0,38.0,9.0,6.0,2024-02-06,115681.41372102968,560000.0,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Product 9,"?112,000"
121.0,70.0,16.0,16.0,2021-02-21,108641.61702588436,1808800.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",,
122.0,91.0,17.0,15.0,2021-02-21,162506.38511779875,2352000.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",RealTime Revenue,"?168,000"
123.0,79.0,6.0,18.0,2021-02-21,183310.2074673072,3404800.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",RevenueVue Dashboard,"?179,200"
124.0,19.0,15.0,14.0,2021-02-21,92213.84453308376,1411200.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",NexGen Segmentator,"?100,800"
125.0,29.0,17.0,12.0,2020-11-01,170160.19274658096,1848000.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",RealTime Revenue,"?168,000"
127.0,64.0,5.0,4.0,2021-02-21,75943.08246453946,252000.0,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",SalesSync Optimizer,"?84,000"
128.0,32.0,7.0,19.0,2021-02-21,144758.7228621528,2721600.0,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",DataBridge Integration Tool,"?151,200"
129.0,90.0,12.0,2.0,2021-02-21,85230.17025938461,168000.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",BudgetMaster Pro,"?84,000"
133.0,98.0,3.0,9.0,2021-02-21,97574.64229438636,806400.0,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines",TrendWise Forecaster,"?100,800"
134.0,51.0,15.0,3.0,2023-05-02,107741.13064878792,201600.0,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",NexGen Segmentator,"?100,800"
135.0,70.0,1.0,7.0,2021-02-21,145919.92900093284,980000.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",FinPredictor Suite,"?140,000"
138.0,29.0,6.0,6.0,2021-02-21,189940.47942726687,896000.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",RevenueVue Dashboard,"?179,200"
141.0,76.0,2.0,10.0,2021-02-21,177689.48274149,1512000.0,Tech Ventures 76,,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",MarketMinder Analytics,"?168,000"
142.0,49.0,13.0,17.0,2021-02-21,180318.09155612305,3528000.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",ForecastXcelerator ,"?196,000"
143.0,63.0,9.0,1.0,2021-02-21,104333.86047275942,224000.0,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",Product 9,"?112,000"
145.0,78.0,14.0,18.0,2021-02-21,136794.2284869184,2447200.0,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",InsightMax Insights Platform,"?128,800"
146.0,82.0,11.0,0.0,2021-02-21,144109.21009185282,156800.0,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",OptiFlow Automation,"?156,800"
148.0,84.0,4.0,18.0,2021-02-21,126765.33884106192,2217600.0,Green  Solutions  84,,"SLEX, Barangay 456, Taguig, Philippines",CustomerScope Insights,"?123,200"
152.0,14.0,13.0,9.0,2024-01-11,208430.22700451245,1764000.0,,,,ForecastXcelerator ,"?196,000"
153.0,53.0,14.0,5.0,2024-08-01,118864.33997906873,772800.0,Global Partners 53,,"Taft Ave, Barangay 123, Manila, Philippines!",InsightMax Insights Platform,"?128,800"
154.0,90.0,20.0,9.0,2021-02-21,207435.3057854793,2240000.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",FinSphere Intelligence Suite,"?224,000"
159.0,95.0,3.0,6.0,2021-02-21,110717.10272248022,504000.0,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",TrendWise Forecaster,"?100,800"
160.0,55.0,11.0,4.0,2023-10-19,162599.63724409652,470400.0,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines",OptiFlow Automation,"?156,800"
163.0,46.0,15.0,13.0,2021-02-21,97515.9209799891,1209600.0,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines!",NexGen Segmentator,"?100,800"
164.0,57.0,16.0,5.0,2023-06-25,96094.057362997,532000.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",,
165.0,83.0,9.0,4.0,2021-02-21,115048.5553265814,336000.0,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",Product 9,"?112,000"
167.0,80.0,9.0,15.0,2024-01-10,106817.0972003646,1568000.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines",Product 9,"?112,000"
168.0,37.0,14.0,5.0,2021-02-21,141345.31361595303,515200.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",InsightMax Insights Platform,"?128,800"
169.0,27.0,16.0,4.0,2021-02-21,102696.51806455832,319200.0,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines",,
170.0,75.0,2.0,8.0,2021-02-21,183736.9738765265,1344000.0,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines",MarketMinder Analytics,"?168,000"
172.0,68.0,2.0,3.0,2021-02-21,157598.6137305079,504000.0,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines",MarketMinder Analytics,"?168,000"
173.0,39.0,4.0,10.0,2021-02-21,119667.61697314044,1355200.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines",CustomerScope Insights,"?123,200"
175.0,16.0,17.0,3.0,2021-02-21,172265.80331910335,672000.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!",RealTime Revenue,"?168,000"
178.0,37.0,4.0,14.0,2021-02-21,133726.74223977342,1724800.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",CustomerScope Insights,"?123,200"
179.0,20.0,16.0,15.0,2021-02-21,111981.21257084004,1596000.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines",,
183.0,26.0,11.0,3.0,2022-10-10,154776.31624967942,627200.0,Tech Associates 26,31238.0,"Taft ave, brgy. 456, manila, philippines",OptiFlow Automation,"?156,800"
185.0,60.0,3.0,15.0,2021-02-21,106410.57177554056,1512000.0,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",TrendWise Forecaster,"?100,800"
187.0,67.0,17.0,14.0,2021-02-21,162040.2319544383,2184000.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",RealTime Revenue,"?168,000"
188.0,65.0,6.0,9.0,2021-02-21,192154.5780936657,1792000.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",RevenueVue Dashboard,"?179,200"
189.0,52.0,2.0,17.0,2021-02-21,173987.90629250422,3024000.0,,,,MarketMinder Analytics,"?168,000"
192.0,57.0,11.0,9.0,2021-02-21,170576.61584922334,1254400.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",OptiFlow Automation,"?156,800"
196.0,89.0,15.0,15.0,2021-02-21,91112.58144514287,1612800.0,Global Solutions 89,,"Ayala avenue, barangay 101, taguig, philippines",NexGen Segmentator,"?100,800"
198.0,19.0,11.0,9.0,2021-02-21,148443.11349861402,1254400.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",OptiFlow Automation,"?156,800"
200.0,82.0,10.0,6.0,2021-02-21,94861.93349104078,537600.0,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",SegmentX Targeting,"?89,600"
202.0,24.0,16.0,8.0,2021-02-21,112236.09748242,957600.0,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines",,
205.0,12.0,20.0,8.0,2021-02-21,223852.34446033032,1792000.0,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",FinSphere Intelligence Suite,"?224,000"
206.0,35.0,18.0,12.0,2021-02-21,126095.39675629624,1612800.0,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",DashSync Analytics Hub,"?134,400"
208.0,46.0,20.0,16.0,2021-02-21,209254.8011339003,3360000.0,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines!",FinSphere Intelligence Suite,"?224,000"
210.0,79.0,16.0,12.0,2021-02-21,102078.65364100951,1383200.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",,
211.0,46.0,10.0,2.0,2021-02-21,84047.05940822819,268800.0,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines!",SegmentX Targeting,"?89,600"
212.0,87.0,13.0,16.0,2021-01-23,211328.0593463328,3332000.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",ForecastXcelerator ,"?196,000"
213.0,63.0,9.0,16.0,2021-02-21,112190.77487331998,1904000.0,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",Product 9,"?112,000"
214.0,34.0,6.0,7.0,2021-02-21,183081.4094220341,1254400.0,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines",RevenueVue Dashboard,"?179,200"
217.0,37.0,20.0,2.0,2021-02-21,213890.41794489505,224000.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",FinSphere Intelligence Suite,"?224,000"
218.0,9.0,13.0,11.0,2021-02-21,211216.06064181097,2156000.0,Global Enterprises 9,96046.0,"Slex, barangay 123, pasig, philippines",ForecastXcelerator ,"?196,000"
220.0,74.0,18.0,11.0,2021-02-21,137928.05372042107,1612800.0,,,,DashSync Analytics Hub,"?134,400"
221.0,33.0,8.0,15.0,2021-02-21,137983.87482261873,2268000.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",,
222.0,6.0,3.0,9.0,2021-10-21,95264.50205000142,907200.0,,,,TrendWise Forecaster,"?100,800"
223.0,41.0,8.0,12.0,2021-07-14,138968.3857767312,1663200.0,Sky Partners 41,,"Ayala Avenue, Barangay 404, Pasig, Philippines",,
224.0,32.0,3.0,17.0,2021-03-04,93527.21565264826,1612800.0,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",TrendWise Forecaster,"?100,800"
226.0,18.0,16.0,14.0,2023-08-31,113497.5603310924,1596000.0,,,,,
228.0,4.0,20.0,10.0,2021-02-21,229361.3507721969,2016000.0,Prime Network 4,,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines",FinSphere Intelligence Suite,"?224,000"
229.0,72.0,6.0,13.0,2021-02-21,161609.88586160628,2150400.0,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines",RevenueVue Dashboard,"?179,200"
230.0,24.0,16.0,11.0,2021-02-21,112742.80182618814,1276800.0,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines",,
231.0,78.0,3.0,11.0,2021-02-21,99262.917917311,1209600.0,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",TrendWise Forecaster,"?100,800"
232.0,40.0,18.0,6.0,2021-02-21,131496.97640047863,806400.0,,,,DashSync Analytics Hub,"?134,400"
233.0,78.0,2.0,10.0,2021-02-21,158952.82082320438,1512000.0,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",MarketMinder Analytics,"?168,000"
235.0,1.0,10.0,12.0,2021-02-21,82859.53135103767,985600.0,Tech  Enterprises  1,80701.0,"EDSA, Barangay 606, Pasig, Philippines",SegmentX Targeting,"?89,600"
236.0,30.0,3.0,10.0,2021-06-13,108277.85219292431,1008000.0,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines",TrendWise Forecaster,"?100,800"
237.0,83.0,18.0,4.0,2023-11-30,133002.4178412807,537600.0,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",DashSync Analytics Hub,"?134,400"
238.0,16.0,6.0,15.0,2021-02-21,164753.3485543196,2508800.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!",RevenueVue Dashboard,"?179,200"
239.0,96.0,1.0,15.0,2022-07-11,144531.3584221865,1960000.0,Dynamic  Network  96,101428.0,"Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines",FinPredictor Suite,"?140,000"
242.0,81.0,18.0,16.0,2021-02-21,125126.48883107794,2284800.0,Elite Enterprises 81,83079.0,"Katipunan Ave, Barangay 303, Taguig, Philippines",DashSync Analytics Hub,"?134,400"
246.0,7.0,6.0,17.0,2021-02-21,170846.64089366305,3046400.0,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",RevenueVue Dashboard,"?179,200"
247.0,90.0,18.0,9.0,2021-02-21,128265.16156318052,1344000.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",DashSync Analytics Hub,"?134,400"
249.0,99.0,3.0,19.0,2021-02-21,90882.30335676816,1915200.0,,,,TrendWise Forecaster,"?100,800"
250.0,37.0,17.0,17.0,2024-09-21,172537.17980104068,2856000.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",RealTime Revenue,"?168,000"
256.0,19.0,13.0,11.0,2021-02-21,203057.9330345118,2352000.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",ForecastXcelerator ,"?196,000"
257.0,8.0,8.0,19.0,2021-02-21,140193.1514436229,3024000.0,,,,,
261.0,33.0,6.0,1.0,2021-02-21,170107.77621806247,358400.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",RevenueVue Dashboard,"?179,200"
262.0,2.0,13.0,7.0,2021-02-21,177116.54763571575,1372000.0,Global  Partners  2,80511.0,"Commonwealth Ave, Barangay 789, Taguig, Philippines",ForecastXcelerator ,"?196,000"
265.0,34.0,10.0,20.0,2021-02-21,97942.94379444518,1792000.0,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines",SegmentX Targeting,"?89,600"
266.0,8.0,10.0,7.0,2021-02-21,93132.47117990826,716800.0,,,,SegmentX Targeting,"?89,600"
269.0,42.0,4.0,8.0,2021-02-21,114506.28933811332,862400.0,Sky  Holdings  42,52233.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",CustomerScope Insights,"?123,200"
270.0,15.0,12.0,5.0,2021-02-21,78446.14927285902,504000.0,Innovative Enterprises 15,111984.0,"Roxas Blvd, Barangay 456, Taguig, Philippines",BudgetMaster Pro,"?84,000"
272.0,41.0,5.0,5.0,2021-02-21,80731.90448514248,336000.0,Sky Partners 41,,"Ayala Avenue, Barangay 404, Pasig, Philippines",SalesSync Optimizer,"?84,000"
276.0,65.0,6.0,13.0,2021-02-21,169303.06755912406,2150400.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",RevenueVue Dashboard,"?179,200"
279.0,91.0,6.0,8.0,2021-02-21,176337.40375394258,1612800.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",RevenueVue Dashboard,"?179,200"
281.0,77.0,20.0,12.0,2021-02-21,232632.9779995728,2912000.0,Prime Consulting 77,110398.0,"Alabang-Zapote Rd, Barangay 456, Manila, Philippines",FinSphere Intelligence Suite,"?224,000"
